,y_test,prediction
569,2097.27,2343.545486876732
5221,3769.7596,3062.8844693096535
2499,2749.754,3108.381994111979
878,1054.6272,1611.827779981551
2828,905.488,3629.1214833982713
3846,2348.9424,1813.2768346932683
5231,2588.6304,3616.0166690863525
169,619.194,900.5705290424868
4149,1725.7536,1279.2815316391225
5043,2645.2234,2597.9563121038464
6701,1298.31,1721.0355871729726
4654,1378.206,2496.68811791755
1483,3579.3408,3359.2589116927084
2501,1904.188,3011.601670511078
3075,6093.4016,3521.287104900457
1515,1245.046,1950.6397796710785
8242,605.878,1411.4893361815157
7851,3528.74,2231.2555398176546
5694,1435.4648,2159.338067490474
196,992.7078,864.0953763716229
6299,2966.139,1876.0136007759347
1818,1496.0526,3189.83530177345
765,5198.5664,2677.57269012493
2046,529.311,2785.0807553914765
7317,2306.997,2964.4837243104093
3472,824.9262,1998.3097771726407
3177,4756.4752,3813.2738923868446
332,4425.5726,3938.604619679979
7004,870.8664,2332.6782926270416
1937,197.0768,1251.2788082856105
4279,1895.5326,2484.811410313354
5788,642.497,2126.817855971459
5143,337.5606,1831.2412110515845
4813,1617.894,2294.2468398157744
3988,1278.336,1801.1913366477838
8012,3146.5708,2921.9781793301354
1717,2490.092,2234.662595242182
7208,1120.5414,1839.4565194971883
5457,1603.9122,2177.756072467756
6539,3281.0624,3388.4091539898063
8252,1823.6262,2722.4274571251144
5171,607.2096,621.7099610711531
2434,2006.7212,1476.2502917065929
3250,671.1264,920.6836149796658
6138,1842.9344,3607.724219386958
8414,2263.72,1843.60463013174
3328,1398.18,3269.178326266013
1370,5954.2494,2977.744581957907
2909,905.488,879.2033452589717
2725,2812.3392,3581.3708284685463
8372,1054.6272,2105.2776754261085
5312,1840.937,4156.702614964135
8262,3271.7412,1931.6554536356853
473,1713.7692,2251.7275146557367
5909,2404.2038,1474.655821001606
6163,1957.452,2151.7976546279892
1429,711.0744,1836.6172978495765
7415,4390.2852,3319.4871989858357
2859,2103.2622,3599.585018040025
7913,4693.89,2728.4386403421004
6319,2628.5784,3325.638617748202
5680,1257.0304,2424.052581574573
4041,517.3266,1181.99757410207
3352,3046.7008,1608.7549188269682
1762,2876.256,2750.4740387621787
3218,2414.1908,2736.4166937814553
2957,356.8688,764.6182450399114
6376,2651.2156,1799.9422644868062
6128,2162.5184,2477.1557016205297
2398,1364.89,1052.9495132358024
5127,2450.144,1753.2965677396169
8250,228.3694,1767.2479625128403
8138,3568.0222,2414.1867510922402
4837,2098.6016,2305.5602320308144
7655,2083.2882,1406.8168387503529
1338,3374.2744,3095.8211970946495
4949,2588.6304,2724.3942690988206
5696,1281.665,1762.818478700828
769,3006.087,2140.2888362529557
3810,121.8414,5.7728073485675395
6977,2199.8032,2382.115455307115
2231,4527.44,2718.46827053998
7588,1845.5976,1623.1718254646046
406,5770.4886,3412.694446688056
5367,2596.62,2415.1742907078587
1333,1911.5118,2502.019449701258
5052,3338.987,2922.678293869689
3813,875.527,948.8740092733838
5549,1687.1372,1736.02144887434
657,4194.54,3459.6513006587356
2344,1095.241,3264.630699517955
5353,790.9704,1188.4395728245768
4118,3089.9778,3299.7074124110013
2281,3900.9222,2980.0139501837584
6641,604.5464,524.0327617454675
287,559.272,629.02802272116
6282,1091.2462,1619.1245230287516
735,1751.054,2787.7016851981743
318,3877.6192,2284.176988774595
3065,1705.1138,2283.386769697609
2093,825.592,1691.1432655686237
2637,3339.6528,2696.048659637916
7931,2247.075,1040.1608706179907
5002,4221.8378,3777.6809517147476
4326,2862.94,1685.5206246697996
1191,3717.8272,3652.6869766546715
2583,1611.236,2349.2720968720187
6285,2902.888,2303.1287776877425
757,2874.9244,2598.6105548420137
52,810.9444,1723.3063066956372
3875,1906.8512,1822.144295083072
4843,2876.256,2823.6204376703827
5434,1281.665,1881.1276795137092
6904,4011.445,2630.3215160237123
1171,5704.5744,3776.397313358456
3725,4781.7756,2832.6612872898104
7314,1788.3388,1616.2653778920605
8036,5926.2858,4911.809817624723
3893,6199.9296,3776.996147023776
2982,864.2084,1950.851554237333
558,2876.256,3114.763676259565
5735,122.5072,130.43423199546373
3223,2873.5928,3274.422310829351
5514,3880.2824,2152.5057504715896
1078,217.0508,-47.76910624301081
3006,3611.2992,3637.557222932278
7883,1270.3464,1774.490544600392
6147,2599.2832,2568.9810665945533
4712,1905.5196,1623.2448268637665
3626,351.5424,-91.54260256451471
5458,2181.1608,2173.548294890231
4095,986.7156,2546.168936410224
4401,3938.8728,2836.383279144854
4908,729.051,694.8819530289662
1728,790.9704,1183.1709764258212
5118,1832.2816,2842.7945977613836
226,2956.152,1836.0435917743246
3625,1323.6104,3039.410137121561
7616,1994.7368,2242.0261089897635
6413,447.4176,1281.7239571375078
3247,49.2692,-1007.4972047628175
5743,4807.076,3868.494004726278
7574,4291.7468,3107.6759180984645
6049,923.4646,595.9357184535793
5021,1491.392,1723.241328929813
8010,3605.307,3692.444459752035
38,388.1614,2036.4640671961054
5074,2376.906,1901.8217986247366
7267,2157.192,3211.765436488663
4916,778.986,1332.2440320313492
4998,1810.976,2956.4315333525838
6594,4275.7676,2512.8646695597417
6001,703.0848,1257.9046616117323
1271,673.7896,2476.507110604144
2530,1641.8628,1574.249817955498
1437,6018.1662,3713.321595807425
6995,1701.7848,2783.1604896052677
5347,703.0848,940.3528717085367
4808,2628.5784,1857.3172654683856
2213,4379.6324,3053.308174833991
7008,1805.6496,3395.58523734738
1686,792.302,896.6162955572911
664,1522.0188,3497.323850610732
5589,958.752,1788.1410591461017
5617,1379.5376,2730.0127474519604
5527,2365.5874,1992.7552184874796
6132,5438.9202,3689.645620168353
7728,1944.136,1464.617828400582
999,2115.9124,3419.930186338872
1964,5145.3024,3406.451796576268
535,2085.2856,2653.941614397636
598,1414.1592,3081.932308671293
4824,5683.2688,3753.854959103728
476,856.8846,1532.1432252862378
6721,1573.9512,2159.6960575905005
372,3969.4996,2704.891910624734
3663,774.9912,1237.68004925292
5086,3022.732,2378.8931227100275
7864,6471.576,2962.3873157921234
5094,894.8352,914.2688266067632
3397,1001.3632,3802.6715641214687
8063,214.3876,-63.35148137943497
6727,1211.756,1930.5324830581083
6451,4166.5764,4195.882376523986
5337,1231.73,2010.772142082466
7628,2163.85,3439.358429786671
290,569.259,1919.9542362273194
7022,2073.3012,1780.469031939456
163,2618.5914,1939.4795811324318
3054,142.4812,359.23908158675226
6483,555.2772,877.2574905117663
8522,765.67,1336.9869780883719
6900,4314.384,2698.686068738618
1116,1018.674,2656.103364719762
2750,4458.1968,3369.1991985667028
1419,3020.0688,3989.05513920101
8225,2588.6304,1973.8001190367122
6310,2117.244,1806.2571567460689
42,2527.3768,3162.817116463558
4836,2410.8618,2127.896490194299
7185,1225.072,2479.771655961973
5677,6088.0752,3575.03106716605
5224,549.285,1000.732825564864
7503,1743.0644,1087.4750917310707
5112,984.7182,972.0122667246529
4877,2914.8724,4025.8374408483924
6838,1576.6144,3060.8131562912567
4944,2175.8344,1734.166461027475
3754,2886.243,2795.079569522538
7390,191.7504,-615.4586121847242
4078,1659.1736,3063.711801988433
4633,3364.9532,2586.9574601104796
3553,731.0484,1990.453991508818
4930,3870.9612,3081.035819305671
524,3467.4864,1830.13905928615
2694,3139.9128,4108.790188541568
2813,113.186,-38.633516776791566
4804,1884.8798,1442.203927996658
4819,1965.4416,1934.623818708079
8337,193.7478,1115.5992251714856
2559,535.3032,2759.6570308348864
4352,1635.8706,1242.2608220685665
827,147.1418,394.79654181175465
3876,5033.448,2781.5804365020704
1866,1328.271,2995.070146992768
7710,255.6672,483.4166787130612
6449,2535.3664,2476.0041401650797
4631,3083.9856,5135.379523073905
2096,939.4438,608.7819921701006
2000,1209.7586,834.92281754127
4321,170.4448,811.1683343337254
4787,3467.4864,2533.9821403427695
4666,2890.9036,3638.186967413305
129,707.0796,671.8187216079009
209,231.6984,-1167.5666708720123
4531,865.54,776.762176931253
3396,2059.9852,1764.668968257576
3325,998.7,1532.2296748319975
1286,438.0964,1217.8943330747966
3002,591.8962,1453.030080875732
554,4916.2672,2922.8376075677734
7334,651.8182,1052.155544864207
2305,1024.6662,1868.570717440876
7383,815.605,632.6422296760852
6815,1492.0578,2308.569146104651
1313,1901.5248,2559.2381564931084
4236,5759.17,3697.2704205384844
600,2181.8266,1236.5729749816192
7463,3731.809,3026.542024817737
2342,1844.9318,1858.3706199326427
8011,1414.1592,1129.8167264016467
7398,1494.0552,1471.7830502863887
2648,6306.4576,4121.3144298002835
2454,3942.8676,2774.3819154983385
6064,4474.176,3569.7196399367776
7681,575.2512,996.9704775012975
309,3038.0454,3602.71098366563
7106,948.0992,1845.7452734649332
6405,1191.782,1960.0000578739487
3695,229.701,1531.6832533324819
4360,5438.9202,4023.310874581499
1210,2832.979,1923.6525437172247
2998,1090.5804,2481.858001579066
7487,4065.3748,2605.8298755863943
7985,2916.204,2166.281031764878
6636,1090.5804,432.8960814694749
2846,492.692,3512.9996499826193
465,2048.6666,1829.2187107176799
6238,197.0768,1322.4183051739774
2523,5757.8384,3764.2316555302805
5131,4837.7028,3444.466872710508
1678,1277.0044,2686.4525946955
3786,3663.2316,2840.381722524562
1079,2931.5174,2628.94018000902
2871,589.233,2955.1854276578024
342,4377.635,2531.1868114630415
3751,2490.092,1865.8751759978566
4328,5690.5926,2682.4092317552277
7048,1619.2256,1438.8424300386541
151,1794.331,2235.0567119173475
8512,2479.4392,2702.1346285423497
7651,5944.2624,3738.8053392165293
1848,6006.1818,2659.886454031296
3353,628.5152,400.1204518228931
724,1230.3984,913.5618298804632
14,1977.426,2930.5932462944356
3373,199.74,636.0469794562714
8393,772.328,722.8632002825486
4763,4207.856,4099.688982481726
7160,1318.284,1473.2287034993776
6632,1324.942,5148.114715013418
2114,3372.9428,3026.220110361479
3659,972.068,911.9910524936632
3605,4456.1994,2983.679750379917
4186,1619.2256,1367.0302673856327
101,2854.9504,4013.1062691849575
6402,2766.399,2931.4377559442155
952,984.7182,1797.2982131890674
161,1808.9786,2723.3393355238904
2170,774.9912,1136.437434684287
235,2293.0152,4009.954365527685
4675,708.4112,1034.1227755401817
7986,1593.9252,1673.1430080384196
7328,423.4488,769.6526091617606
1023,2418.1856,2319.1111051863263
6785,862.8768,1203.1813251014064
5841,2833.6448,2642.8045459256564
1030,87.2198,-456.1275898096999
2604,3956.8494,2811.639808080903
4398,2503.408,2430.6940128727565
559,1966.7732,2218.770846559802
8212,1981.4208,2460.5142173218337
1597,1893.5352,2473.4564527450048
5078,2796.36,3634.6267303444074
3393,3403.5696,3077.0375812361135
1785,3171.8712,3695.6181654252096
2517,1326.2736,2509.492660182029
6973,2332.9632,2991.0789025909908
5030,4908.2776,4103.201271454176
6315,705.748,534.8844900477325
4132,3169.208,2289.6067549447675
3996,110.5228,-24.83490584018864
7673,1724.422,2747.077944200746
4223,2316.984,1877.0138051016008
1518,575.2512,637.5456739186341
6261,4288.4178,4388.704196004142
6685,515.3292,1030.630160159557
8269,126.502,-798.3930307718069
238,2074.6328,2995.890290214874
484,2999.429,2783.6563885450378
233,2603.278,2272.4974659602794
5176,1442.7886,1934.3300172088016
2026,3425.541,3508.5207234480367
7792,1775.6886,1332.3242541255872
6002,182.4292,854.1298048195963
4579,1504.0422,2759.350607646892
4811,2063.98,1646.2720499362126
1025,146.476,469.94893867377436
7373,759.012,1114.777783470189
7900,3327.6684,3404.3591457843213
6869,47.2718,-995.1862856255082
7600,937.4464,953.3451756018461
6627,343.5528,811.788677115896
812,3617.9572,2271.92638553916
2130,1856.2504,1652.9832442430475
4999,2324.9736,3842.7615738443365
5539,1406.1696,1027.6680837651984
5593,5772.486,2810.1078340828526
3363,3572.017,2975.4663993805143
5879,4595.3516,3493.140754952262
4729,2277.036,1687.420978221026
2471,1948.1308,2964.9065338244127
1731,834.9132,721.5231405716327
3804,2476.776,1615.4539091969118
3176,353.5398,1971.4531498570823
5819,729.7168,1281.38181335368
4756,2553.343,3105.188091400033
7778,2463.46,1852.3267653424657
4519,3338.987,3072.808839403261
619,534.6374,905.8357448673307
1551,2330.3,2636.7879534874583
8132,1102.5648,1930.5298265237993
5517,4146.6024,3505.4666589428034
5902,1193.1136,1148.8763810800274
1927,942.7728,616.9335247139813
1516,95.2094,-368.9741860752931
6129,1693.7952,1706.2638968343424
5222,1672.4896,1714.9509278416874
7033,1404.838,2294.4756881842377
8061,2117.244,2917.6951794606703
4966,1508.037,1572.1181485200066
8303,5313.7498,3279.8783648015733
723,2566.659,3748.284750704638
4734,2302.3364,3544.608313237084
5212,1310.2944,2092.9439517814744
6446,3795.06,2328.89425674971
8469,367.5216,1047.7204172212482
2864,5852.382,4218.538250550414
7052,3675.216,3488.6544646952907
6706,1506.0396,1857.7733391299219
690,1659.8394,2754.7991228776955
4422,1528.6768,3010.3785877195296
5468,778.986,1232.5828444689964
6543,2237.088,2874.599956246435
1221,221.0456,836.0246433171158
2496,770.3306,1161.3322370228095
5205,3630.6074,2779.1121750978036
977,1506.0396,3826.994465132615
5796,5339.0502,2858.091763004628
2696,2656.542,1425.540313528189
4133,1406.1696,3611.432304168903
32,3068.0064,3714.90851764489
6377,587.2356,1766.866755707399
4469,1402.1748,1304.0422728561898
3838,671.1264,1106.9964991649747
7464,2922.1962,2367.092017078333
165,5375.0034,3713.6231649096144
5624,53.264,-779.6237631872223
7378,1923.4962,3087.040211683552
4174,126.502,1038.3026412601623
7821,820.2656,1887.9845902601996
325,387.4956,1194.4877921686816
2867,180.4318,898.2381023851567
1032,2929.52,2483.5818599691156
4431,2712.4692,2829.517400353411
3779,3563.3616,2071.5149442299685
1648,513.3318,2514.4042274707717
154,3169.208,3477.7835883398457
1578,372.848,455.0654584864269
1151,2277.036,2000.6441233587482
7923,1010.6844,719.9831510407075
3939,1151.1682,2413.9470838670195
5044,592.562,-98.6807415815349
6707,4681.9056,3158.789128426798
7920,2394.8826,3239.794275349461
7836,2255.7304,1702.1963139375544
2674,3425.541,2499.0596455014593
2322,2888.2404,3612.8147777830454
1865,2328.9684,2793.89932922967
2942,3103.9596,2648.1004949550033
3047,382.1692,1056.167655430574
6422,1310.2944,1742.7773038694
8158,1406.1696,1966.384031077642
7841,3209.156,2392.4545265923434
3005,2679.845,2426.172455066283
4399,3089.9778,2382.823922144018
1975,5863.0348,2746.1895470684767
6248,1944.136,3809.6844326624414
2619,2972.1312,2515.6714756205274
2176,354.2056,710.0247101255217
2437,6035.477,3743.020867581208
4436,2456.802,2702.5018890568435
8064,5309.755,3316.414964577114
2658,3672.5528,2057.4886501119554
2786,2050.664,3540.2201250204653
5878,1637.868,1853.8030231322741
6718,2649.884,1902.0336361393138
8017,765.67,1248.5861333822843
3766,5267.8096,3612.7299051559903
7607,2641.8944,2508.489237810868
731,1039.9796,722.0852682046191
6400,155.7972,-1013.1407020451459
184,4739.8302,4589.357346628328
2060,1145.176,1953.1424576208112
562,1238.388,2105.4370133336997
1718,563.9326,1136.0268293041775
93,622.523,1001.2950627797709
3830,255.6672,1247.4854556454998
5869,2994.7684,2999.7900410129223
310,3848.324,3053.902892528443
363,659.142,1219.0893039495134
1066,2633.9048,1880.8945792177556
8426,4512.1266,2642.930083718108
6151,239.688,1232.7846024217372
5783,2708.4744,2537.607278707059
428,796.9626,1586.7001786545643
7671,1078.596,723.0924088822342
7707,328.9052,745.6665785002356
6763,5289.1152,4515.071897186368
2732,4544.085,2840.031608836124
4485,4621.9836,2665.362749246029
3299,5396.9748,4035.0103362223626
2189,5243.8408,3696.9342398562712
7605,922.7988,710.9158380693052
2744,4761.8016,2989.945411437934
7917,743.0328,1398.5693350226734
1325,288.9572,2392.7235082664547
6673,1006.6896,3926.305846314067
6762,1393.5194,1697.7883086773543
2729,535.3032,2502.85481746234
5839,3112.615,2895.532050149246
29,125.8362,-1087.0406566479178
5657,818.934,1296.8548412453529
4042,2239.0854,1968.7775032429004
3806,1895.5326,2420.6817080140945
7311,1494.0552,1625.108258825138
6730,2045.3376,2641.4257741743086
4451,1918.8356,2478.1521088456
2912,399.48,-642.1188511158604
6777,2356.932,2863.4845286529508
1139,2399.5432,3298.3234572929587
6458,1278.336,1235.3635434269354
4053,1960.781,1721.5690423297538
5843,4876.985,4110.305517941611
5613,3942.8676,2925.6611961810877
4679,3225.801,2886.253885044225
3195,2024.032,1884.2234367274093
3104,70.5748,-1304.5279870026982
3923,3415.554,2874.588573103124
1088,932.12,1535.6118100417798
8492,2419.5172,1912.2112541431354
2192,4578.0408,3859.4434126439837
6109,1655.1788,1362.117310624718
211,5650.6446,3793.9421881372627
1014,1614.565,2231.6195701290108
6214,1410.8302,2983.654189996939
1105,360.8636,790.2592709841183
5972,549.285,997.5625339310864
3728,2281.6966,1672.8246803714164
6428,1808.9786,2642.931990692954
7129,1454.773,1119.5311209309266
4312,3099.9648,2710.2830020559204
4728,3048.6982,3594.5238365507785
4073,625.852,2379.8622101678793
803,3235.788,3890.786536800885
7198,3981.484,2380.080237118693
6758,1508.037,1509.0761735600267
1495,4187.2162,3419.261749695046
2818,263.6568,152.95019976531853
5356,1158.492,2930.6410236395322
7044,3966.1706,2721.4436383289913
219,1139.1838,688.6157251345323
3496,2366.919,3859.835100165771
1695,2587.9646,2931.235150907856
2649,2693.8268,2438.036337377768
7564,802.9548,678.1974332050081
1161,509.337,760.0250647017424
2267,3338.987,3145.04536638184
1420,958.752,1987.6251056286635
7968,5432.928,2935.5486121597587
4113,1115.215,686.4644152865876
2741,2759.0752,3211.937918719387
6984,814.9392,1897.4232837748787
6658,51.9324,-943.955580586748
5716,2324.9736,2911.630460212845
7162,2061.3168,2893.981476451281
1073,1025.332,729.2242452116342
6682,2199.1374,3573.209339729281
4857,722.393,1458.6024302921016
808,898.83,3025.4976817480174
3629,2105.2596,1984.677816806737
2814,3075.996,2389.9752174023906
123,3036.048,2887.9209310735614
6912,4005.4528,3786.3324830124457
2678,453.4098,461.6271205388457
3294,1794.331,2463.623452105774
1621,3755.112,2971.9474749714827
3550,3056.022,3810.8311322205464
7183,2116.5782,2896.1746349246405
258,1687.803,1823.7311850265914
2149,1537.998,1324.1853223675473
5123,732.38,2724.8364699333106
2025,4687.232,3630.960350739487
1950,1078.596,3299.2416380828963
5566,986.7156,708.7207326960485
4222,3200.5006,3706.667750288244
7327,2684.5056,2260.389210582938
7786,837.5764,862.7822163574795
5429,1118.544,1089.642218622516
2211,1323.6104,2853.2215128288535
