,y_test,prediction
7353,127.8336,-726.0
8154,3207.8244,3487.0
2200,842.237,1887.0
3342,1651.184,1500.0
4969,4096.6674,3251.0
442,623.1888,1792.0
6497,1025.9978,1100.0
2753,592.562,130.0
718,2358.2636,2578.0
1111,705.748,754.0
1906,4916.933,3523.0
820,3195.84,2057.0
1514,3368.948,3594.0
754,1221.0772,1499.0
671,1534.0032,1513.0
289,1237.7222,1619.0
33,2174.5028,1507.0
567,1561.9668,1496.0
2885,1779.0176,1758.0
988,2888.2404,2655.0
5090,1895.5326,3586.0
6274,3231.1274,2474.0
5453,179.766,929.0
74,5580.7356,3980.0
7549,561.2694,930.0
4320,2892.2352,2014.0
1749,5626.01,3404.0
7897,1880.885,920.0
2807,2862.94,2083.0
5560,2731.1116,3168.0
3215,1486.7314,3296.0
2739,4364.319,2951.0
3908,1304.968,1767.0
8419,942.107,2909.0
3799,1060.6194,1893.0
7298,2787.0388,1786.0
7960,639.168,1283.0
5542,751.0224,1862.0
5881,191.7504,-938.0
8181,3221.1404,2429.0
414,829.5868,1086.0
5653,3769.7596,2981.0
7227,848.895,718.0
7419,2444.8176,2366.0
7199,1462.0968,1923.0
255,41.2796,-1135.0
6468,282.2992,1946.0
7490,607.2096,793.0
3049,4578.0408,4083.0
45,358.2004,961.0
3205,189.753,1004.0
511,2403.538,1992.0
3478,3150.5656,1979.0
5684,3463.4916,2890.0
584,3817.0314,2987.0
3129,3844.995,2902.0
2271,579.246,1198.0
6374,1258.362,2514.0
8190,1304.968,2737.0
2357,2439.4912,3446.0
5339,892.172,1401.0
8217,2726.451,2782.0
6841,601.8832,1420.0
750,1842.9344,3546.0
245,3755.112,3837.0
2881,4506.1344,3632.0
3791,968.739,3051.0
2980,3101.2964,2880.0
8385,2678.5134,1304.0
8202,1230.3984,1768.0
6266,89.2172,-1163.0
4336,6040.1376,3527.0
6286,2929.52,2899.0
1801,2360.9268,1930.0
6097,4022.7636,3509.0
2184,2406.2012,1624.0
3145,852.224,1350.0
3037,894.8352,1280.0
681,798.96,1725.0
2929,4604.6728,3650.0
3614,1488.7288,1776.0
2431,2348.9424,2520.0
547,1014.6792,1776.0
3588,1733.7432,1766.0
7024,1422.1488,2410.0
2632,1629.8784,1603.0
7627,1120.5414,1915.0
2582,117.8466,96.0
7087,1924.162,2894.0
4664,1691.132,1396.0
2839,4711.2008,2499.0
8396,2972.1312,2155.0
8479,2579.3092,1748.0
230,4769.1254,3581.0
7374,2529.3742,2582.0
4691,2025.3636,1647.0
6561,1030.6584,2712.0
6125,5522.811,3710.0
6172,873.5296,1076.0
6404,4508.1318,3046.0
2675,4579.3724,4918.0
6648,1159.8236,1528.0
6126,894.8352,1490.0
3776,4349.0056,3081.0
569,2097.27,2344.0
5221,3769.7596,3065.0
2499,2749.754,3104.0
878,1054.6272,1618.0
2828,905.488,3628.0
3846,2348.9424,1810.0
5231,2588.6304,3618.0
169,619.194,904.0
4149,1725.7536,1278.0
5043,2645.2234,2596.0
6701,1298.31,1722.0
4654,1378.206,2496.0
1483,3579.3408,3357.0
2501,1904.188,3010.0
3075,6093.4016,3523.0
1515,1245.046,1950.0
8242,605.878,1414.0
7851,3528.74,2226.0
5694,1435.4648,2163.0
196,992.7078,863.0
6299,2966.139,1874.0
1818,1496.0526,3194.0
765,5198.5664,2674.0
2046,529.311,2788.0
7317,2306.997,2970.0
3472,824.9262,1999.0
3177,4756.4752,3813.0
332,4425.5726,3939.0
7004,870.8664,2333.0
1937,197.0768,1246.0
4279,1895.5326,2492.0
5788,642.497,2125.0
5143,337.5606,1827.0
4813,1617.894,2293.0
3988,1278.336,1797.0
8012,3146.5708,2925.0
1717,2490.092,2237.0
7208,1120.5414,1844.0
5457,1603.9122,2175.0
6539,3281.0624,3388.0
8252,1823.6262,2718.0
5171,607.2096,620.0
2434,2006.7212,1479.0
3250,671.1264,918.0
6138,1842.9344,3602.0
8414,2263.72,1840.0
3328,1398.18,3271.0
1370,5954.2494,2976.0
2909,905.488,879.0
2725,2812.3392,3585.0
8372,1054.6272,2101.0
5312,1840.937,4159.0
8262,3271.7412,1932.0
473,1713.7692,2247.0
5909,2404.2038,1473.0
6163,1957.452,2151.0
1429,711.0744,1830.0
7415,4390.2852,3322.0
2859,2103.2622,3602.0
7913,4693.89,2725.0
6319,2628.5784,3328.0
5680,1257.0304,2428.0
4041,517.3266,1178.0
3352,3046.7008,1606.0
1762,2876.256,2743.0
3218,2414.1908,2740.0
2957,356.8688,763.0
6376,2651.2156,1797.0
6128,2162.5184,2478.0
2398,1364.89,1053.0
5127,2450.144,1756.0
8250,228.3694,1760.0
8138,3568.0222,2410.0
4837,2098.6016,2308.0
7655,2083.2882,1408.0
1338,3374.2744,3095.0
4949,2588.6304,2725.0
5696,1281.665,1758.0
769,3006.087,2144.0
3810,121.8414,-2.0
6977,2199.8032,2382.0
2231,4527.44,2713.0
7588,1845.5976,1623.0
406,5770.4886,3412.0
5367,2596.62,2409.0
1333,1911.5118,2503.0
5052,3338.987,2919.0
3813,875.527,951.0
5549,1687.1372,1738.0
657,4194.54,3458.0
2344,1095.241,3263.0
5353,790.9704,1185.0
4118,3089.9778,3296.0
2281,3900.9222,2981.0
6641,604.5464,514.0
287,559.272,627.0
6282,1091.2462,1617.0
735,1751.054,2788.0
318,3877.6192,2288.0
3065,1705.1138,2285.0
2093,825.592,1688.0
2637,3339.6528,2694.0
7931,2247.075,1037.0
5002,4221.8378,3778.0
4326,2862.94,1684.0
1191,3717.8272,3652.0
2583,1611.236,2352.0
6285,2902.888,2303.0
757,2874.9244,2597.0
52,810.9444,1717.0
3875,1906.8512,1820.0
4843,2876.256,2824.0
5434,1281.665,1874.0
6904,4011.445,2631.0
1171,5704.5744,3778.0
3725,4781.7756,2830.0
7314,1788.3388,1616.0
8036,5926.2858,4912.0
3893,6199.9296,3773.0
2982,864.2084,1952.0
558,2876.256,3115.0
5735,122.5072,120.0
3223,2873.5928,3273.0
5514,3880.2824,2149.0
1078,217.0508,-58.0
3006,3611.2992,3640.0
7883,1270.3464,1778.0
6147,2599.2832,2569.0
4712,1905.5196,1628.0
3626,351.5424,-100.0
5458,2181.1608,2175.0
4095,986.7156,2553.0
4401,3938.8728,2835.0
4908,729.051,690.0
1728,790.9704,1189.0
5118,1832.2816,2842.0
226,2956.152,1835.0
3625,1323.6104,3040.0
7616,1994.7368,2243.0
6413,447.4176,1284.0
3247,49.2692,-1012.0
5743,4807.076,3877.0
7574,4291.7468,3100.0
6049,923.4646,591.0
5021,1491.392,1723.0
8010,3605.307,3699.0
38,388.1614,2040.0
5074,2376.906,1899.0
7267,2157.192,3214.0
4916,778.986,1329.0
4998,1810.976,2958.0
6594,4275.7676,2509.0
6001,703.0848,1251.0
1271,673.7896,2477.0
2530,1641.8628,1575.0
1437,6018.1662,3714.0
6995,1701.7848,2782.0
5347,703.0848,946.0
4808,2628.5784,1855.0
2213,4379.6324,3061.0
7008,1805.6496,3394.0
1686,792.302,894.0
664,1522.0188,3495.0
5589,958.752,1788.0
5617,1379.5376,2732.0
5527,2365.5874,1995.0
6132,5438.9202,3688.0
7728,1944.136,1464.0
999,2115.9124,3420.0
1964,5145.3024,3404.0
535,2085.2856,2651.0
598,1414.1592,3084.0
4824,5683.2688,3753.0
476,856.8846,1536.0
6721,1573.9512,2161.0
372,3969.4996,2703.0
3663,774.9912,1246.0
5086,3022.732,2382.0
7864,6471.576,2963.0
5094,894.8352,911.0
3397,1001.3632,3801.0
8063,214.3876,-68.0
6727,1211.756,1934.0
6451,4166.5764,4197.0
5337,1231.73,2011.0
7628,2163.85,3439.0
290,569.259,1920.0
7022,2073.3012,1778.0
163,2618.5914,1939.0
3054,142.4812,357.0
6483,555.2772,867.0
8522,765.67,1334.0
6900,4314.384,2694.0
1116,1018.674,2657.0
2750,4458.1968,3371.0
1419,3020.0688,3989.0
8225,2588.6304,1967.0
6310,2117.244,1812.0
42,2527.3768,3164.0
4836,2410.8618,2126.0
7185,1225.072,2477.0
5677,6088.0752,3575.0
5224,549.285,996.0
7503,1743.0644,1086.0
5112,984.7182,964.0
4877,2914.8724,4023.0
6838,1576.6144,3059.0
4944,2175.8344,1734.0
3754,2886.243,2797.0
7390,191.7504,-620.0
4078,1659.1736,3064.0
4633,3364.9532,2583.0
3553,731.0484,1995.0
4930,3870.9612,3083.0
524,3467.4864,1832.0
2694,3139.9128,4107.0
2813,113.186,-43.0
4804,1884.8798,1443.0
4819,1965.4416,1936.0
8337,193.7478,1107.0
2559,535.3032,2760.0
4352,1635.8706,1239.0
827,147.1418,386.0
3876,5033.448,2778.0
1866,1328.271,2994.0
7710,255.6672,478.0
6449,2535.3664,2480.0
4631,3083.9856,5143.0
2096,939.4438,605.0
2000,1209.7586,832.0
4321,170.4448,805.0
4787,3467.4864,2541.0
4666,2890.9036,3639.0
129,707.0796,669.0
209,231.6984,-1170.0
4531,865.54,776.0
3396,2059.9852,1762.0
3325,998.7,1530.0
1286,438.0964,1216.0
3002,591.8962,1459.0
554,4916.2672,2922.0
7334,651.8182,1055.0
2305,1024.6662,1870.0
7383,815.605,631.0
6815,1492.0578,2307.0
1313,1901.5248,2559.0
4236,5759.17,3699.0
600,2181.8266,1236.0
7463,3731.809,3026.0
2342,1844.9318,1857.0
8011,1414.1592,1128.0
7398,1494.0552,1470.0
2648,6306.4576,4123.0
2454,3942.8676,2774.0
6064,4474.176,3571.0
7681,575.2512,993.0
309,3038.0454,3607.0
7106,948.0992,1851.0
6405,1191.782,1958.0
3695,229.701,1525.0
4360,5438.9202,4028.0
1210,2832.979,1919.0
2998,1090.5804,2479.0
7487,4065.3748,2607.0
7985,2916.204,2167.0
6636,1090.5804,425.0
2846,492.692,3511.0
465,2048.6666,1833.0
6238,197.0768,1316.0
2523,5757.8384,3765.0
5131,4837.7028,3447.0
1678,1277.0044,2686.0
3786,3663.2316,2842.0
1079,2931.5174,2628.0
2871,589.233,2958.0
342,4377.635,2530.0
3751,2490.092,1865.0
4328,5690.5926,2683.0
7048,1619.2256,1442.0
151,1794.331,2231.0
8512,2479.4392,2701.0
7651,5944.2624,3738.0
1848,6006.1818,2664.0
3353,628.5152,395.0
724,1230.3984,913.0
14,1977.426,2932.0
3373,199.74,634.0
8393,772.328,722.0
4763,4207.856,4097.0
7160,1318.284,1474.0
6632,1324.942,5149.0
2114,3372.9428,3026.0
3659,972.068,910.0
3605,4456.1994,2986.0
4186,1619.2256,1362.0
101,2854.9504,4014.0
6402,2766.399,2930.0
952,984.7182,1804.0
161,1808.9786,2726.0
2170,774.9912,1132.0
235,2293.0152,4008.0
4675,708.4112,1034.0
7986,1593.9252,1673.0
7328,423.4488,766.0
1023,2418.1856,2318.0
6785,862.8768,1203.0
5841,2833.6448,2642.0
1030,87.2198,-465.0
2604,3956.8494,2807.0
4398,2503.408,2433.0
559,1966.7732,2216.0
8212,1981.4208,2458.0
1597,1893.5352,2467.0
5078,2796.36,3637.0
3393,3403.5696,3079.0
1785,3171.8712,3689.0
2517,1326.2736,2508.0
6973,2332.9632,2997.0
5030,4908.2776,4104.0
6315,705.748,535.0
4132,3169.208,2287.0
3996,110.5228,-30.0
7673,1724.422,2750.0
4223,2316.984,1877.0
1518,575.2512,637.0
6261,4288.4178,4389.0
6685,515.3292,1029.0
8269,126.502,-804.0
238,2074.6328,3000.0
484,2999.429,2787.0
233,2603.278,2270.0
5176,1442.7886,1937.0
2026,3425.541,3510.0
7792,1775.6886,1338.0
6002,182.4292,851.0
4579,1504.0422,2756.0
4811,2063.98,1644.0
1025,146.476,460.0
7373,759.012,1116.0
7900,3327.6684,3405.0
6869,47.2718,-1003.0
7600,937.4464,952.0
6627,343.5528,805.0
812,3617.9572,2275.0
2130,1856.2504,1653.0
4999,2324.9736,3840.0
5539,1406.1696,1025.0
5593,5772.486,2810.0
3363,3572.017,2974.0
5879,4595.3516,3492.0
4729,2277.036,1685.0
2471,1948.1308,2968.0
1731,834.9132,720.0
3804,2476.776,1611.0
3176,353.5398,1974.0
5819,729.7168,1276.0
4756,2553.343,3109.0
7778,2463.46,1848.0
4519,3338.987,3077.0
619,534.6374,903.0
1551,2330.3,2638.0
8132,1102.5648,1929.0
5517,4146.6024,3511.0
5902,1193.1136,1144.0
1927,942.7728,616.0
1516,95.2094,-376.0
6129,1693.7952,1705.0
5222,1672.4896,1716.0
7033,1404.838,2290.0
8061,2117.244,2913.0
4966,1508.037,1573.0
8303,5313.7498,3283.0
723,2566.659,3750.0
4734,2302.3364,3543.0
5212,1310.2944,2099.0
6446,3795.06,2327.0
8469,367.5216,1036.0
2864,5852.382,4216.0
7052,3675.216,3486.0
6706,1506.0396,1858.0
690,1659.8394,2755.0
4422,1528.6768,3003.0
5468,778.986,1229.0
6543,2237.088,2877.0
1221,221.0456,839.0
2496,770.3306,1159.0
5205,3630.6074,2780.0
977,1506.0396,3829.0
5796,5339.0502,2858.0
2696,2656.542,1420.0
4133,1406.1696,3613.0
32,3068.0064,3712.0
6377,587.2356,1764.0
4469,1402.1748,1310.0
3838,671.1264,1102.0
7464,2922.1962,2359.0
165,5375.0034,3713.0
5624,53.264,-790.0
7378,1923.4962,3081.0
4174,126.502,1039.0
7821,820.2656,1888.0
325,387.4956,1198.0
2867,180.4318,885.0
1032,2929.52,2487.0
4431,2712.4692,2831.0
3779,3563.3616,2066.0
1648,513.3318,2511.0
154,3169.208,3478.0
1578,372.848,451.0
1151,2277.036,2001.0
7923,1010.6844,710.0
3939,1151.1682,2414.0
5044,592.562,-108.0
6707,4681.9056,3159.0
7920,2394.8826,3245.0
7836,2255.7304,1702.0
2674,3425.541,2498.0
2322,2888.2404,3614.0
1865,2328.9684,2798.0
2942,3103.9596,2650.0
3047,382.1692,1052.0
6422,1310.2944,1741.0
8158,1406.1696,1966.0
7841,3209.156,2389.0
3005,2679.845,2426.0
4399,3089.9778,2381.0
1975,5863.0348,2743.0
6248,1944.136,3810.0
2619,2972.1312,2510.0
2176,354.2056,705.0
2437,6035.477,3748.0
4436,2456.802,2705.0
8064,5309.755,3321.0
2658,3672.5528,2056.0
2786,2050.664,3534.0
5878,1637.868,1858.0
6718,2649.884,1900.0
8017,765.67,1248.0
3766,5267.8096,3614.0
7607,2641.8944,2502.0
731,1039.9796,720.0
6400,155.7972,-1021.0
184,4739.8302,4592.0
2060,1145.176,1954.0
562,1238.388,2103.0
1718,563.9326,1134.0
93,622.523,1003.0
3830,255.6672,1243.0
5869,2994.7684,2999.0
310,3848.324,3052.0
363,659.142,1219.0
1066,2633.9048,1881.0
8426,4512.1266,2653.0
6151,239.688,1229.0
5783,2708.4744,2543.0
428,796.9626,1589.0
7671,1078.596,731.0
7707,328.9052,736.0
6763,5289.1152,4515.0
2732,4544.085,2843.0
4485,4621.9836,2662.0
3299,5396.9748,4044.0
2189,5243.8408,3697.0
7605,922.7988,710.0
2744,4761.8016,2985.0
7917,743.0328,1400.0
1325,288.9572,2397.0
6673,1006.6896,3931.0
6762,1393.5194,1695.0
2729,535.3032,2498.0
5839,3112.615,2899.0
29,125.8362,-1103.0
5657,818.934,1292.0
4042,2239.0854,1968.0
3806,1895.5326,2413.0
7311,1494.0552,1623.0
6730,2045.3376,2641.0
4451,1918.8356,2473.0
2912,399.48,-660.0
6777,2356.932,2865.0
1139,2399.5432,3294.0
6458,1278.336,1236.0
4053,1960.781,1718.0
5843,4876.985,4113.0
5613,3942.8676,2924.0
4679,3225.801,2892.0
3195,2024.032,1886.0
3104,70.5748,-1313.0
3923,3415.554,2876.0
1088,932.12,1528.0
8492,2419.5172,1917.0
2192,4578.0408,3861.0
6109,1655.1788,1361.0
211,5650.6446,3796.0
1014,1614.565,2235.0
6214,1410.8302,2984.0
1105,360.8636,783.0
5972,549.285,988.0
3728,2281.6966,1667.0
6428,1808.9786,2642.0
7129,1454.773,1123.0
4312,3099.9648,2708.0
4728,3048.6982,3596.0
4073,625.852,2374.0
803,3235.788,3896.0
7198,3981.484,2384.0
6758,1508.037,1512.0
1495,4187.2162,3420.0
2818,263.6568,150.0
5356,1158.492,2930.0
7044,3966.1706,2719.0
219,1139.1838,689.0
3496,2366.919,3854.0
1695,2587.9646,2937.0
2649,2693.8268,2437.0
7564,802.9548,678.0
1161,509.337,756.0
2267,3338.987,3146.0
1420,958.752,1990.0
7968,5432.928,2938.0
4113,1115.215,682.0
2741,2759.0752,3211.0
6984,814.9392,1897.0
6658,51.9324,-953.0
5716,2324.9736,2910.0
7162,2061.3168,2895.0
1073,1025.332,735.0
6682,2199.1374,3572.0
4857,722.393,1456.0
808,898.83,3030.0
3629,2105.2596,1983.0
2814,3075.996,2387.0
123,3036.048,2885.0
6912,4005.4528,3788.0
2678,453.4098,454.0
3294,1794.331,2462.0
1621,3755.112,2979.0
3550,3056.022,3808.0
7183,2116.5782,2894.0
258,1687.803,1824.0
2149,1537.998,1319.0
5123,732.38,2722.0
2025,4687.232,3631.0
1950,1078.596,3298.0
5566,986.7156,706.0
4222,3200.5006,3708.0
7327,2684.5056,2257.0
7786,837.5764,861.0
5429,1118.544,1091.0
2211,1323.6104,2852.0
2671,1116.5466,1511.0
8279,3185.853,1834.0
545,319.584,522.0
2716,4224.501,2612.0
4707,3486.1288,3815.0
5929,2609.936,2457.0
6332,589.233,563.0
2484,1042.6428,1742.0
670,3542.056,3615.0
331,4278.4308,3588.0
1047,1451.444,2346.0
8463,810.9444,1824.0
7049,3199.8348,3019.0
8293,850.8924,831.0
4540,5303.097,4314.0
888,2620.5888,2554.0
7068,2410.196,1874.0
2367,1948.1308,1628.0
3175,3861.64,3035.0
8380,3635.268,3629.0
2634,4447.544,3546.0
5394,1821.6288,1756.0
3517,1071.938,908.0
4844,102.5332,-211.0
6822,3175.866,2874.0
3512,3983.4814,2074.0
2842,2251.0698,2896.0
2931,196.411,1007.0
3777,3368.948,3490.0
3014,1151.1682,1058.0
4160,1938.8096,2330.0
1399,1808.9786,1550.0
6175,3089.9778,2370.0
8375,528.6452,2102.0
3668,1390.1904,1813.0
1132,1901.5248,2430.0
4621,3685.8688,3738.0
223,3552.7088,1886.0
7797,383.5008,694.0
3597,2759.0752,2722.0
1381,792.302,821.0
72,4604.6728,2503.0
3021,2721.7904,1542.0
6738,1744.396,2654.0
7097,3635.268,2006.0
4532,479.376,865.0
2338,1278.336,1739.0
3573,1518.024,2471.0
6120,1813.6392,3549.0
3258,567.2616,169.0
1389,351.5424,80.0
2627,2946.165,2958.0
1181,2444.8176,1707.0
6651,1973.4312,1835.0
1315,1413.4934,1992.0
1289,1065.28,1734.0
2845,3390.2536,2681.0
4189,3238.4512,2750.0
552,334.2316,869.0
7621,3137.2496,2561.0
1129,174.4396,-466.0
6588,1364.89,1018.0
1593,4514.124,3470.0
1661,3399.5748,2457.0
1646,1537.998,2050.0
2773,1494.0552,1613.0
901,446.7518,601.0
5682,1701.7848,2618.0
2567,1310.2944,2921.0
4970,1444.786,1663.0
4997,1239.7196,2684.0
639,5736.5328,3861.0
327,1754.383,1725.0
8016,117.1808,-176.0
489,37.9506,-1095.0
6199,3422.212,2648.0
4917,2524.0478,2407.0
5232,703.0848,1657.0
6359,3010.7476,2988.0
3877,1777.686,1652.0
4491,127.1678,166.0
7839,5073.396,3964.0
3945,4124.631,3068.0
7800,335.5632,783.0
7760,176.437,962.0
8494,1637.868,1692.0
6919,3193.8426,3566.0
4163,1150.5024,1784.0
1521,262.3252,1779.0
6581,365.5242,108.0
4831,858.882,2178.0
6784,610.5386,1395.0
8259,2336.958,1349.0
1217,2897.5616,2754.0
7620,6183.9504,3852.0
3886,3302.368,2621.0
308,1039.9796,1494.0
4339,1114.5492,2207.0
5184,2127.231,2305.0
3860,639.168,1187.0
3547,1284.994,1636.0
7952,5243.8408,3436.0
4618,2103.928,3807.0
4190,2316.984,1736.0
4569,972.068,787.0
478,1057.9562,2366.0
3682,2556.672,3284.0
1170,2250.404,2641.0
6385,3739.1328,2423.0
6804,1597.92,2202.0
4254,671.1264,724.0
870,958.752,1660.0
2070,181.0976,1312.0
2286,2684.5056,3590.0
553,1342.2528,2649.0
7914,677.1186,1158.0
3582,918.804,923.0
1022,352.874,710.0
6098,2804.3496,3661.0
3033,6411.654,3160.0
2104,970.7364,1716.0
1915,2133.2232,3605.0
1308,343.5528,1909.0
4820,2109.2544,4178.0
7167,3079.325,1243.0
3027,5920.2936,2560.0
954,1323.6104,1706.0
1828,2909.546,2419.0
7658,826.2578,1922.0
2365,1138.518,2028.0
4052,5089.3752,2967.0
6683,2283.0282,3699.0
53,3121.2704,3076.0
2635,5470.8786,3641.0
8376,3717.8272,3514.0
6591,575.917,117.0
2132,4613.994,4287.0
7837,2510.066,2670.0
2083,4447.544,2978.0
7345,271.6464,730.0
2740,2797.6916,3874.0
7713,316.9208,637.0
6137,3635.268,3766.0
4324,2992.771,1718.0
6990,1655.1788,2305.0
8404,153.134,-591.0
3091,2886.243,2838.0
1472,2109.2544,2606.0
503,1869.5664,1449.0
2361,615.1992,1358.0
8445,432.77,519.0
3185,3199.8348,2507.0
2389,419.454,690.0
3789,1128.531,1232.0
2385,4101.328,1666.0
5722,4157.2552,3444.0
5948,47.2718,-1019.0
1948,1567.2932,1960.0
67,1118.544,3031.0
6676,1597.92,2367.0
3687,4933.578,2962.0
7894,1593.9252,1297.0
7090,436.7648,1278.0
8220,2621.9204,2105.0
8271,2548.0166,2276.0
4690,966.7416,2658.0
3685,2712.4692,2841.0
4258,2865.6032,2584.0
1706,3271.7412,5053.0
7626,144.4786,286.0
3133,3292.381,2144.0
6851,1278.336,1342.0
395,1677.816,1528.0
6813,1765.7016,2352.0
6865,251.6724,481.0
3110,2947.4966,3521.0
6825,1238.388,1368.0
7225,4194.54,3212.0
1587,1235.059,2646.0
3440,127.1678,138.0
983,1223.0746,1556.0
5717,3029.39,3512.0
714,1593.9252,2781.0
8421,2340.9528,2808.0
3084,2336.958,1145.0
4510,1617.894,2676.0
6480,3263.0858,1831.0
8460,2852.2872,2638.0
7168,223.7088,-7.0
3621,1165.15,945.0
5193,5394.9774,3302.0
5087,1071.938,1614.0
7316,1018.0082,1366.0
4301,3295.71,1794.0
155,3589.9936,3096.0
4139,394.1536,684.0
7648,1070.6064,1621.0
8462,1494.0552,1407.0
8104,1470.0864,1916.0
6504,153.134,526.0
7400,671.1264,1616.0
5153,4374.306,3503.0
5110,4211.185,2541.0
1021,4027.4242,2618.0
1899,1198.44,2027.0
3003,2501.4106,2387.0
4791,1148.505,592.0
5667,2530.04,2060.0
1176,339.558,368.0
805,3355.632,2920.0
928,189.753,1106.0
8188,2423.512,2116.0
5815,4740.496,3631.0
4260,2125.2336,1727.0
7485,1901.5248,2298.0
7980,171.7764,-320.0
3506,1384.1982,1747.0
3048,1348.245,2297.0
5338,109.857,-1078.0
7073,2856.282,3803.0
5925,418.1224,1890.0
2592,447.4176,726.0
6923,5024.1268,3438.0
1692,1869.5664,2126.0
8339,2160.521,2777.0
2761,3020.0688,2188.0
7248,1289.6546,1747.0
8100,3775.086,2660.0
8101,2189.1504,2833.0
7349,485.3682,1083.0
6712,2600.6148,2375.0
5253,5645.984,2597.0
917,4655.2736,3723.0
