,y_test,prediction
5391,1960.781,1615.9752644185055
1522,1342.2528,1304.4641600589684
2137,2163.85,1292.3623846428795
8238,4637.9628,3308.0601867930814
1771,3078.6592,2611.492713420551
2179,1053.2956,1153.6919243684345
2069,666.4658,1351.9513979714302
5308,638.5022,1342.2359196481148
6752,882.8508,2313.0722545236927
6974,5424.9384,3495.7225397025527
3656,2749.754,3257.0920151215296
3130,2147.205,2177.0406810423337
6349,3332.329,3460.029791469681
1205,571.2564,722.0948025737199
5970,2308.9944,3246.440920535888
969,1017.3424,1997.4016685355477
5750,2731.1116,3151.1338201396634
5358,4288.4178,3311.4618396415103
1337,146.476,716.4900992953886
2012,539.298,1344.723045907076
5827,595.2252,1531.516834360231
2321,1134.5232,1361.4679288730738
6206,154.4656,1231.4262359163372
7230,2036.6822,1330.6980642192602
5978,3970.8312,3159.2214300380306
7361,3151.8972,2675.9238715142374
919,451.4124,1135.1419356235276
4858,1607.2412,1348.6859951642123
4285,773.6596,765.1739779713331
3855,4540.756,2356.4240177026463
4134,744.3644,765.1739779713331
932,1215.7508,1699.084462180297
3025,284.9624,1947.5336602478458
7814,1311.626,2087.025187772368
3060,1203.7664,2416.1133606046114
3905,569.259,716.4900992953886
397,2954.1546,2571.732011947085
3067,3103.9596,2379.596071172683
1456,351.5424,1307.4005361909628
6441,1341.587,1668.827181654895
3420,1845.5976,1320.940601436155
1134,294.2836,2181.653411812727
6832,1259.6936,1942.1230808459586
8285,1604.578,2561.7268125271075
4647,2363.59,1377.5777255289522
519,5344.3766,3156.448468970128
8060,143.8128,2139.7471185633967
2402,3756.4436,2226.483774072754
6380,3755.112,3198.065965881444
5872,2059.9852,2118.5785704634463
8456,487.3656,2124.585381455575
4051,3094.6384,3253.1603948594707
3259,1105.228,759.6965882258554
4213,2348.9424,3451.227117414609
1408,3078.6592,3118.6802655385777
1192,121.1756,2038.934300093767
5250,3599.3148,3348.5924420572887
1640,3306.3628,1955.5032585717222
3658,5093.37,1574.3035396465302
2955,2063.98,1621.5999578150074
3480,1428.141,1929.120995990223
604,2812.3392,2580.879690772082
6708,3237.1196,1377.5777255289522
6161,1607.907,1774.8850077426198
7546,4277.765,2648.324087523689
5132,639.168,976.929120636519
1189,1605.9096,2661.48813413469
5898,1102.5648,716.4900992953886
4031,221.7114,1060.0871962120584
5686,856.8846,1364.3920530086536
6210,4807.7418,2588.600043577864
3731,515.3292,1297.8127884064822
7157,1270.3464,1970.6406390174525
7119,253.6698,1306.8720766265872
3147,256.333,716.4900992953886
268,308.9312,716.4900992953886
6528,412.796,1300.06411356453
3501,5145.3024,3298.7223192242323
5265,2768.3964,1712.0974091828173
6364,4470.1812,3423.0557986192202
1332,1957.452,2406.7824158916255
7294,1930.82,1382.6354474370114
7592,6066.7696,2416.3442476402884
4847,671.1264,1317.169172985307
3355,1315.6208,2509.4647663476267
4480,3797.7232,2616.930821475259
3453,2561.9984,3140.39527818029
3149,1278.336,1719.4817310634814
412,4311.055,2432.7766262952337
8070,868.869,1384.5098821687961
3579,758.3462,716.4900992953886
1037,3661.9,2322.341158377
1976,254.3356,1904.1379565779891
1432,1655.1788,1136.670453728168
244,3225.1352,3419.177692168157
925,4102.6596,2525.203186561457
5368,41.2796,716.4900992953886
1528,2220.443,1372.5518576193906
20,3775.086,3298.1958851993604
1668,1426.1436,1285.144284164352
7871,1677.816,716.4900992953886
8356,4026.7584,3066.717770483754
159,2471.4496,2422.2374227163186
6283,1743.0644,2117.9513256019463
8071,2376.906,1904.936353666422
4151,1970.768,3257.7690599098823
4568,6201.927,3458.2900650177157
6819,4262.4516,3237.875489305187
6184,4921.5936,2381.4658982915043
1339,2380.9008,3077.3874977431774
6700,2572.6512,1823.96638343494
2987,4314.384,3402.5972492083356
2917,1941.4728,1679.3428594795603
6131,3277.0676,2068.4794845638194
7353,127.8336,987.6356742295646
8154,3207.8244,2201.5163294130216
2200,842.237,716.4900992953886
3342,1651.184,1260.2786416341282
4969,4096.6674,3253.7202380348795
442,623.1888,1628.0247949747825
6497,1025.9978,716.4900992953886
2753,592.562,1892.2976735233149
718,2358.2636,2540.0379834943965
1111,705.748,716.4900992953886
1906,4916.933,1984.6983129843982
820,3195.84,2012.09425148014
1514,3368.948,2186.3626326729554
754,1221.0772,1295.1582159136135
671,1534.0032,1360.835517143279
289,1237.7222,1357.0052875407405
33,2174.5028,1356.6258428443327
567,1561.9668,1349.6869794516324
2885,1779.0176,1806.0466396848194
988,2888.2404,2509.1295570952866
5090,1895.5326,2186.3626326729554
6274,3231.1274,2051.4466091663817
5453,179.766,2342.823058238509
74,5580.7356,3415.2695130953784
7549,561.2694,2838.963368382136
4320,2892.2352,2117.566588856856
1749,5626.01,3453.2116713707987
7897,1880.885,1136.670453728168
2807,2862.94,2053.122836884427
5560,2731.1116,3107.7894431695545
3215,1486.7314,3318.4859176847817
2739,4364.319,3143.615815914762
3908,1304.968,1375.4492499843075
8419,942.107,3083.7222776563867
3799,1060.6194,1848.5477476890662
7298,2787.0388,1692.156999122443
7960,639.168,995.9111051994868
5542,751.0224,3169.2839947666325
5881,191.7504,986.4184637330146
8181,3221.1404,1278.5378922464065
414,829.5868,793.1508472652984
5653,3769.7596,3273.0158859581297
7227,848.895,716.4900992953886
7419,2444.8176,2354.899248991724
7199,1462.0968,2092.0852273560236
255,41.2796,716.4900992953886
6468,282.2992,2087.113916627761
7490,607.2096,722.0948025737199
3049,4578.0408,3487.9491098347194
45,358.2004,2330.4114927770015
3205,189.753,2906.5474892527154
511,2403.538,2128.984968008086
3478,3150.5656,2100.1687780503953
5684,3463.4916,3237.652298673101
584,3817.0314,2947.7454813203053
3129,3844.995,3140.8989104297466
2271,579.246,2979.201495071914
6374,1258.362,2428.054663273057
8190,1304.968,1384.9811298583074
2357,2439.4912,2227.234588523766
5339,892.172,1299.3563070217406
8217,2726.451,2916.500656863653
6841,601.8832,1236.920644682592
750,1842.9344,3461.2913654204785
245,3755.112,3454.0745465327236
2881,4506.1344,3295.3762462007558
3791,968.739,3252.3248072632537
2980,3101.2964,2676.39755786309
8385,2678.5134,1368.1342785067413
8202,1230.3984,1701.2503644830617
6266,89.2172,716.4900992953886
4336,6040.1376,3380.9085927422643
6286,2929.52,3149.1781925720943
1801,2360.9268,2138.07241290104
6097,4022.7636,3326.9275545021774
2184,2406.2012,1371.1351967738685
3145,852.224,1286.6728022689924
3037,894.8352,1136.670453728168
681,798.96,1508.4281096112873
2929,4604.6728,3462.4250627232477
3614,1488.7288,1840.3886567548802
2431,2348.9424,1305.0346027553935
547,1014.6792,3135.901851246435
3588,1733.7432,1935.5947097782548
7024,1422.1488,2422.9943923947953
2632,1629.8784,1725.8439207751026
7627,1120.5414,2099.054400857462
2582,117.8466,1912.3203215212611
7087,1924.162,1814.815585208479
4664,1691.132,1294.0563604662523
2839,4711.2008,2519.7260657591037
8396,2972.1312,2008.7386385921136
8479,2579.3092,1453.270476236774
230,4769.1254,2387.025444564018
7374,2529.3742,1313.9466790572937
4691,2025.3636,1787.825344531687
6561,1030.6584,2674.8685802929144
6125,5522.811,2290.850709698492
6172,873.5296,765.1739779713331
6404,4508.1318,2088.4739872025457
2675,4579.3724,3107.3625344168513
6648,1159.8236,1294.6047622429815
6126,894.8352,1753.8966056276965
3776,4349.0056,3263.106681792728
569,2097.27,2385.57658733842
5221,3769.7596,3074.790965591422
2499,2749.754,3280.457722673429
878,1054.6272,1301.4460867132836
2828,905.488,3447.789825368757
3846,2348.9424,1962.9329164616022
5231,2588.6304,2341.4622310385816
169,619.194,829.3051716850106
4149,1725.7536,984.520298231413
5043,2645.2234,1320.940601436155
6701,1298.31,1443.8190527599038
4654,1378.206,2377.6958347794366
1483,3579.3408,3314.6589973217347
2501,1904.188,3099.028397222053
3075,6093.4016,3313.107462993503
1515,1245.046,1784.0387988494733
8242,605.878,1295.5848785708927
7851,3528.74,2060.5108394238864
5694,1435.4648,1997.4016685355477
196,992.7078,716.4900992953886
6299,2966.139,1844.4482441746534
1818,1496.0526,3157.381902765787
765,5198.5664,2594.502158713057
2046,529.311,2654.158015245141
7317,2306.997,1871.4358896281194
3472,824.9262,1861.8805417781186
3177,4756.4752,3447.894473421574
332,4425.5726,3460.029791469681
7004,870.8664,2389.3138177386927
1937,197.0768,2928.796958164902
4279,1895.5326,2354.899248991724
5788,642.497,1993.1265617780032
5143,337.5606,1786.8199694526486
4813,1617.894,2342.309523222195
3988,1278.336,1941.69560505738
8012,3146.5708,3140.5298702657683
1717,2490.092,2216.045641618415
7208,1120.5414,716.4900992953886
5457,1603.9122,2402.306912024095
6539,3281.0624,2278.9849369709877
8252,1823.6262,2580.770296054432
5171,607.2096,716.4900992953886
2434,2006.7212,1374.0896149825705
3250,671.1264,716.4900992953886
6138,1842.9344,3460.029791469681
8414,2263.72,1755.1040602599148
3328,1398.18,3347.9712267989894
1370,5954.2494,3072.938884081553
2909,905.488,771.9260424965298
2725,2812.3392,3493.4515232481663
8372,1054.6272,774.2054037664474
5312,1840.937,3447.894473421574
8262,3271.7412,2090.3291375004583
473,1713.7692,2150.912664993491
5909,2404.2038,1603.459927198903
6163,1957.452,2173.368584397159
1429,711.0744,3134.4252711845124
7415,4390.2852,3091.0525042315544
2859,2103.2622,3419.597463328231
7913,4693.89,3043.5424773786563
6319,2628.5784,3217.7416677323363
5680,1257.0304,2476.1844459974977
4041,517.3266,1147.503789516208
3352,3046.7008,1349.6869794516324
1762,2876.256,2686.2917976932713
3218,2414.1908,2667.024935893647
2957,356.8688,716.4900992953886
6376,2651.2156,2100.1687780503953
6128,2162.5184,2475.6803254067695
2398,1364.89,733.8042864228145
5127,2450.144,2019.8648120504984
8250,228.3694,3132.049606677309
8138,3568.0222,2488.5388050844613
4837,2098.6016,2049.8408766939788
7655,2083.2882,1540.9989293722247
1338,3374.2744,2088.4739872025457
4949,2588.6304,1386.9042513326044
5696,1281.665,1979.6697775196758
769,3006.087,2338.342962102763
3810,121.8414,1992.645596216733
6977,2199.8032,2439.432443964247
2231,4527.44,2891.370433958962
7588,1845.5976,1707.6497977339213
406,5770.4886,3322.544011769541
5367,2596.62,2425.502407762259
1333,1911.5118,2608.7526950475776
5052,3338.987,3098.09114496421
3813,875.527,2322.3098808929544
5549,1687.1372,2000.4583348771016
657,4194.54,3267.383680452058
2344,1095.241,3252.3673709837003
5353,790.9704,2936.4852941678796
4118,3089.9778,3312.0810927354596
2281,3900.9222,3146.9186501436543
6641,604.5464,2202.5037669717085
287,559.272,716.4900992953886
6282,1091.2462,1430.4499862845755
735,1751.054,2661.580099637963
318,3877.6192,2406.5547633385486
3065,1705.1138,2051.4466091663817
2093,825.592,1612.215679901056
2637,3339.6528,2575.4949178363995
7931,2247.075,1279.215719565273
5002,4221.8378,3419.597463328231
4326,2862.94,1807.7491115912612
1191,3717.8272,3466.5207666869355
2583,1611.236,2379.4090669082775
6285,2902.888,2311.729650225159
757,2874.9244,2539.713076917674
52,810.9444,1983.9802374758062
3875,1906.8512,2018.2030138596494
4843,2876.256,3072.171844479526
5434,1281.665,3140.2298014792864
6904,4011.445,2561.446815551204
1171,5704.5744,2383.5437243502274
3725,4781.7756,2565.952725125973
7314,1788.3388,1729.4306974532249
8036,5926.2858,3153.991685749005
3893,6199.9296,3460.029791469681
2982,864.2084,716.4900992953886
558,2876.256,3220.338094514682
5735,122.5072,1905.4399954713072
3223,2873.5928,3254.632996959464
5514,3880.2824,2096.3821412323155
1078,217.0508,1703.0699510018635
3006,3611.2992,2190.360153459608
7883,1270.3464,1723.8611229573312
6147,2599.2832,2581.8984215087235
4712,1905.5196,1622.180987866582
3626,351.5424,1905.104305870235
5458,2181.1608,2010.2347258291077
4095,986.7156,2592.950479018872
4401,3938.8728,1935.3354702396891
4908,729.051,716.4900992953886
1728,790.9704,993.3202446682543
5118,1832.2816,1932.044418217568
226,2956.152,2144.6796898049024
3625,1323.6104,3051.827601278568
7616,1994.7368,2376.95487878855
6413,447.4176,987.6356742295646
3247,49.2692,716.4900992953886
5743,4807.076,3460.0693797279687
7574,4291.7468,3276.131851855894
6049,923.4646,716.4900992953886
5021,1491.392,1371.2712738660466
8010,3605.307,3472.1417331724965
38,388.1614,716.4900992953886
5074,2376.906,2091.334514876616
7267,2157.192,3323.2922729439138
4916,778.986,1245.9303149671591
4998,1810.976,2977.466301589701
6594,4275.7676,2600.0815784357605
6001,703.0848,1313.9466790572937
1271,673.7896,2391.1381042291155
2530,1641.8628,1361.5557955427307
1437,6018.1662,3303.7322365602286
6995,1701.7848,3015.421867199942
5347,703.0848,716.4900992953886
4808,2628.5784,2066.036915474355
2213,4379.6324,3267.0606410211713
7008,1805.6496,3402.505999813754
1686,792.302,716.4900992953886
664,1522.0188,3307.7531425026077
5589,958.752,1364.3920530086536
5617,1379.5376,2654.534124393049
5527,2365.5874,2022.3935485390673
6132,5438.9202,3340.9332960273478
7728,1944.136,1366.579371622595
999,2115.9124,2284.3422891207915
1964,5145.3024,3390.60846323471
535,2085.2856,2569.8508077386573
598,1414.1592,1873.764132006461
4824,5683.2688,3460.029791469681
476,856.8846,1351.9513979714302
6721,1573.9512,2093.42329363971
372,3969.4996,2669.8676661409345
3663,774.9912,987.6356742295646
5086,3022.732,2397.751037441353
7864,6471.576,2693.282063957304
5094,894.8352,716.4900992953886
3397,1001.3632,3330.7949733278906
8063,214.3876,1628.0627080368054
6727,1211.756,2022.0287389525545
6451,4166.5764,3004.273194548263
5337,1231.73,2115.539120549204
7628,2163.85,3421.138140657352
290,569.259,1787.285967742063
7022,2073.3012,1958.0254434950618
163,2618.5914,1784.0387988494733
3054,142.4812,1962.4217033837015
6483,555.2772,2827.4223600977148
8522,765.67,1227.0807959882532
6900,4314.384,2677.5155061542214
1116,1018.674,2648.2871333928883
2750,4458.1968,2235.8314299938525
1419,3020.0688,3493.1860417982975
8225,2588.6304,2273.029771766681
6310,2117.244,1660.1011032238464
42,2527.3768,3216.7789241202863
4836,2410.8618,2217.9539999673057
7185,1225.072,2384.5732713050475
5677,6088.0752,3303.7322365602286
5224,549.285,2474.749097187373
7503,1743.0644,1275.3153983183934
5112,984.7182,783.503669436583
4877,2914.8724,3460.8265629219704
6838,1576.6144,3242.8394094476384
4944,2175.8344,1892.989216721144
3754,2886.243,2616.0195076424743
7390,191.7504,976.244867261491
4078,1659.1736,2083.06269613332
4633,3364.9532,2425.502407762259
3553,731.0484,2076.474416000122
4930,3870.9612,1808.5385807558312
524,3467.4864,1784.6558888170866
2694,3139.9128,3419.597463328231
2813,113.186,1758.5240476955369
4804,1884.8798,1531.516834360231
4819,1965.4416,1749.3482246142553
8337,193.7478,2945.819351551717
2559,535.3032,2607.8277553384796
4352,1635.8706,1256.9535978319923
827,147.1418,2139.7471185633967
3876,5033.448,2672.513730978457
1866,1328.271,3200.328525705545
7710,255.6672,716.4900992953886
6449,2535.3664,2539.209952801057
4631,3083.9856,3186.3017277636413
2096,939.4438,756.8981285653697
2000,1209.7586,738.518782069903
4321,170.4448,2308.527272524276
4787,3467.4864,2581.7956485284044
4666,2890.9036,3417.864973224444
129,707.0796,716.4900992953886
209,231.6984,716.4900992953886
4531,865.54,716.4900992953886
3396,2059.9852,2128.155767212162
3325,998.7,1542.4142814806462
1286,438.0964,986.4184637330146
3002,591.8962,1287.5522007319707
554,4916.2672,3237.4128742755074
7334,651.8182,765.1739779713331
2305,1024.6662,716.4900992953886
7383,815.605,2336.3986884597507
6815,1492.0578,2401.3344006753323
1313,1901.5248,1328.5030236278033
4236,5759.17,3448.6516566155765
600,2181.8266,1262.7635973489196
7463,3731.809,3276.2215529678365
2342,1844.9318,1854.0249254926039
8011,1414.1592,1255.4250797273517
7398,1494.0552,1315.6406548806665
2648,6306.4576,3004.273194548263
2454,3942.8676,3149.0506165982165
6064,4474.176,2333.648554138169
7681,575.2512,716.4900992953886
309,3038.0454,3421.5533566753606
7106,948.0992,1994.6464809107608
6405,1191.782,2010.2494402220168
3695,229.701,3134.4080085313494
4360,5438.9202,3426.9172759195762
1210,2832.979,2116.4522116639223
2998,1090.5804,2416.5892215903596
7487,4065.3748,1384.9811298583074
7985,2916.204,2309.488623335036
6636,1090.5804,2226.4376487619957
2846,492.692,3267.3580219247733
465,2048.6666,1990.6874963959926
6238,197.0768,2951.324636463573
2523,5757.8384,3303.7322365602286
5131,4837.7028,3461.9033010032344
1678,1277.0044,2967.7621547501144
3786,3663.2316,2688.6829055330845
1079,2931.5174,2648.4555402264587
2871,589.233,3075.463827589014
342,4377.635,2598.7612528713303
3751,2490.092,1789.104999306466
4328,5690.5926,2641.209130494092
7048,1619.2256,1288.495554114622
151,1794.331,2415.333982128711
8512,2479.4392,2614.062446427526
7651,5944.2624,3415.2695130953784
1848,6006.1818,3074.000177915019
3353,628.5152,716.4900992953886
724,1230.3984,716.4900992953886
14,1977.426,3121.020877415606
3373,199.74,716.4900992953886
8393,772.328,716.4900992953886
4763,4207.856,3490.5978180174116
7160,1318.284,1324.1630953641682
6632,1324.942,3140.744677937049
2114,3372.9428,3277.2587871942164
3659,972.068,716.4900992953886
3605,4456.1994,3104.5682044627483
4186,1619.2256,1283.008641666811
101,2854.9504,2418.1555692564543
6402,2766.399,3003.7877082932455
952,984.7182,716.4900992953886
161,1808.9786,1393.2329045786755
2170,774.9912,2926.8931843412947
235,2293.0152,2998.858343818725
4675,708.4112,722.0948025737199
7986,1593.9252,1774.9562668256776
7328,423.4488,716.4900992953886
1023,2418.1856,2406.5053433617923
6785,862.8768,763.6501930905666
5841,2833.6448,2642.4401758744166
1030,87.2198,1294.0563604662523
2604,3956.8494,3185.7309948770085
4398,2503.408,2451.4732914492893
559,1966.7732,2173.368584397159
8212,1981.4208,2588.73374285381
1597,1893.5352,2515.018695592996
5078,2796.36,3425.5906260894867
3393,3403.5696,3046.923633428459
1785,3171.8712,3307.7531425026077
2517,1326.2736,2618.623104602755
6973,2332.9632,3222.4371636590713
5030,4908.2776,3495.7225397025527
6315,705.748,716.4900992953886
4132,3169.208,2489.551879768517
3996,110.5228,1715.4299683660556
7673,1724.422,2580.879690772082
4223,2316.984,1861.8805417781186
1518,575.2512,716.4900992953886
6261,4288.4178,3131.536302990313
6685,515.3292,2338.807115872763
8269,126.502,820.9435836594325
238,2074.6328,1755.778784463827
484,2999.429,2643.8958942355057
233,2603.278,2425.859131804058
5176,1442.7886,2052.942696403376
2026,3425.541,3294.3063874317722
7792,1775.6886,1317.169172985307
6002,182.4292,2708.2861120167754
4579,1504.0422,2641.1011099855477
4811,2063.98,1682.404474852765
1025,146.476,2155.855969656554
7373,759.012,716.4900992953886
7900,3327.6684,3303.7322365602286
6869,47.2718,716.4900992953886
7600,937.4464,796.1056674442143
6627,343.5528,2333.0089993402416
812,3617.9572,2551.103967231564
2130,1856.2504,1792.1509701509283
4999,2324.9736,3341.1352860228053
5539,1406.1696,765.1739779713331
5593,5772.486,3144.7338622679613
3363,3572.017,2088.4739872025457
5879,4595.3516,2319.588809598536
4729,2277.036,1750.6596321487316
2471,1948.1308,2658.5409489486497
1731,834.9132,716.4900992953886
3804,2476.776,1692.166201748333
3176,353.5398,1978.165589838536
5819,729.7168,1336.873835184603
4756,2553.343,3260.0581067393837
7778,2463.46,2097.496518425249
4519,3338.987,3252.7604254128337
619,534.6374,716.4900992953886
1551,2330.3,2528.537442996191
8132,1102.5648,2127.041390019229
5517,4146.6024,3445.51880891437
5902,1193.1136,1290.8338665382391
1927,942.7728,716.4900992953886
1516,95.2094,1368.7244860286817
6129,1693.7952,716.4900992953886
5222,1672.4896,1628.9099913823065
7033,1404.838,2151.099669257897
8061,2117.244,3176.5242958692206
4966,1508.037,1545.2077906537606
8303,5313.7498,3454.0745465327236
723,2566.659,2383.8434650328577
4734,2302.3364,2385.039831900762
5212,1310.2944,771.9260424965298
6446,3795.06,2343.056135050164
8469,367.5216,2778.641634247119
2864,5852.382,3037.65533806846
7052,3675.216,3343.0540536406165
6706,1506.0396,1861.8805417781186
690,1659.8394,3006.269381887354
4422,1528.6768,3267.8286577872377
5468,778.986,1247.0602354114853
6543,2237.088,3145.6902308280905
1221,221.0456,766.4486527510521
2496,770.3306,765.1739779713331
5205,3630.6074,3009.424736152468
977,1506.0396,3418.7278483863684
5796,5339.0502,3191.767040759336
2696,2656.542,1297.0918885019428
4133,1406.1696,3494.208706442169
32,3068.0064,3312.0810927354596
6377,587.2356,1553.4062924204256
4469,1402.1748,1267.116011721259
3838,671.1264,765.1739779713331
7464,2922.1962,2438.3382733013664
165,5375.0034,3458.9877444111653
5624,53.264,722.0948025737199
7378,1923.4962,3206.044683215397
4174,126.502,994.6938947029366
7821,820.2656,1947.886479558728
325,387.4956,2923.2916732530452
2867,180.4318,2379.8803407280097
1032,2929.52,2284.8109975331763
4431,2712.4692,3249.0253035067567
3779,3563.3616,2205.063300117587
1648,513.3318,2399.8338158258925
154,3169.208,3274.957447049
1578,372.848,716.4900992953886
1151,2277.036,2130.4810552450804
7923,1010.6844,2332.486880806111
3939,1151.1682,2587.3593294722186
5044,592.562,1836.166542081492
6707,4681.9056,3263.9195840397397
7920,2394.8826,3259.479801612006
7836,2255.7304,1647.823027936405
2674,3425.541,2608.593292872001
2322,2888.2404,2299.2783242776604
1865,2328.9684,1670.8349393261701
2942,3103.9596,2615.1364224360746
3047,382.1692,2955.9473776286404
6422,1310.2944,1855.5280906941314
8158,1406.1696,2023.7888141867102
7841,3209.156,2566.4067086783894
3005,2679.845,1153.6919243684345
4399,3089.9778,2406.178695622655
1975,5863.0348,2661.580099637963
6248,1944.136,3297.412829807692
2619,2972.1312,2583.486730922225
2176,354.2056,718.3902508828886
2437,6035.477,2348.3830105867305
4436,2456.802,2532.496887108667
8064,5309.755,3265.4433765995495
2658,3672.5528,2100.781727784827
2786,2050.664,3312.0810927354596
5878,1637.868,1692.156999122443
6718,2649.884,2165.603163638683
8017,765.67,1262.7635973489196
3766,5267.8096,3415.895148990938
7607,2641.8944,2608.3677762361554
731,1039.9796,716.4900992953886
6400,155.7972,718.3902508828886
184,4739.8302,3169.315358084973
2060,1145.176,1873.3020477632322
562,1238.388,2000.6054688004615
1718,563.9326,716.4900992953886
93,622.523,765.1739779713331
3830,255.6672,1312.4181609526534
5869,2994.7684,1984.069995789694
310,3848.324,3279.593330054487
363,659.142,765.1739779713331
1066,2633.9048,1893.795213529021
8426,4512.1266,2594.3758654684243
6151,239.688,1253.731103903979
5783,2708.4744,2417.905810132067
428,796.9626,1297.8127884064822
7671,1078.596,716.4900992953886
7707,328.9052,2297.8126878338758
6763,5289.1152,3096.4922429888265
2732,4544.085,3040.6083350172307
4485,4621.9836,2570.9249798684855
3299,5396.9748,3493.4515232481663
2189,5243.8408,3459.599554434255
7605,922.7988,716.4900992953886
2744,4761.8016,3249.889696125699
7917,743.0328,1306.7285785787662
1325,288.9572,2341.117854408787
6673,1006.6896,2352.651203172433
6762,1393.5194,1801.4367398695344
2729,535.3032,2461.7198807090913
5839,3112.615,3110.9890440097647
29,125.8362,716.4900992953886
5657,818.934,1281.921790236339
4042,2239.0854,1860.9637823765565
3806,1895.5326,2380.9338356192
7311,1494.0552,1324.6749863290252
6730,2045.3376,2618.1278720886307
4451,1918.8356,1313.9466790572937
2912,399.48,1274.185477874067
6777,2356.932,3140.2646159835913
1139,2399.5432,2112.0551545575363
6458,1278.336,1294.0563604662523
4053,1960.781,1691.3874242509098
5843,4876.985,2997.695808130845
5613,3942.8676,3026.9571447408484
4679,3225.801,3188.9403327898426
3195,2024.032,1647.6333180008492
3104,70.5748,716.4900992953886
3923,3415.554,3233.0411161177435
1088,932.12,3134.4252711845124
8492,2419.5172,1628.5750689730774
2192,4578.0408,3461.1155733067076
6109,1655.1788,1244.4017968625185
211,5650.6446,3470.639291228637
1014,1614.565,1001.5956756381764
6214,1410.8302,1814.6910721422564
1105,360.8636,2346.4605207784243
5972,549.285,2817.835040861657
3728,2281.6966,1366.791175163164
6428,1808.9786,2617.5567621816945
7129,1454.773,829.3051716850106
4312,3099.9648,3143.478478344747
4728,3048.6982,2364.0559502472256
4073,625.852,2458.355304959756
803,3235.788,2406.2391094906975
7198,3981.484,2474.015784439078
6758,1508.037,1449.3556567197388
1495,4187.2162,3405.637390919897
2818,263.6568,1945.9375009944445
5356,1158.492,3140.144865507528
7044,3966.1706,2630.5768776359428
219,1139.1838,716.4900992953886
3496,2366.919,3342.6491192831895
1695,2587.9646,3097.3695249427615
2649,2693.8268,2443.672706102394
7564,802.9548,716.4900992953886
1161,509.337,767.4533392412507
2267,3338.987,3254.2240750868286
1420,958.752,1838.3315141659855
7968,5432.928,3031.695328328908
4113,1115.215,716.4900992953886
2741,2759.0752,3274.5843282901174
6984,814.9392,716.4900992953886
6658,51.9324,726.8773336941056
5716,2324.9736,3237.875489305187
7162,2061.3168,2679.552088140998
1073,1025.332,716.4900992953886
6682,2199.1374,3307.55115250715
4857,722.393,1676.1289664364333
808,898.83,2712.164721774657
3629,2105.2596,2129.7245823740714
2814,3075.996,2435.2456189052514
123,3036.048,3252.029935102898
6912,4005.4528,3487.456690052921
2678,453.4098,2211.3332348089184
3294,1794.331,2614.511502183122
1621,3755.112,3183.268453223598
3550,3056.022,2434.6107628186523
7183,2116.5782,3250.5277454506163
258,1687.803,1767.60826462775
2149,1537.998,1594.4882332038044
5123,732.38,2887.9670496786257
2025,4687.232,3335.919695013032
1950,1078.596,3219.173612295377
5566,986.7156,716.4900992953886
4222,3200.5006,2387.7643225990832
7327,2684.5056,2311.5426459607534
7786,837.5764,716.4900992953886
5429,1118.544,759.6965882258554
2211,1323.6104,3150.588760491464
2671,1116.5466,1310.1537424328553
8279,3185.853,1831.5636321667896
